Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
27_V_33_S27_L004_R1_001	27_V_33_S27_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72601491.0	0.0	28.0	49.0	36.02903076696526	28.0	pass	pass	pass	pass	pass	pass	pass	pass	fail	pass	pass
27_V_33_S27_L004_R2_001	27_V_33_S27_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72601491.0	0.0	150.0	44.0	61.76749662396478	150.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	warn	pass
28_V_34_S28_L001_I1_001	28_V_34_S28_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	82001522.0	0.0	10.0	49.0	4.268213460720888e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
28_V_34_S28_L001_I2_001	28_V_34_S28_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	82001522.0	0.0	10.0	49.0	4.268213460720888e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
28_V_34_S28_L001_R1_001	28_V_34_S28_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	82001522.0	0.0	28.0	49.0	58.12028758858769	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
28_V_34_S28_L001_R2_001	28_V_34_S28_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	82001522.0	0.0	150.0	44.0	65.51365718849712	150.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
28_V_34_S28_L002_I1_001	28_V_34_S28_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	80986316.0	0.0	10.0	49.0	4.321717757849363e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
28_V_34_S28_L002_I2_001	28_V_34_S28_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	80986316.0	0.0	10.0	49.0	4.44519540807363e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
28_V_34_S28_L002_R1_001	28_V_34_S28_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	80986316.0	0.0	28.0	49.0	58.325678421659276	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
28_V_34_S28_L002_R2_001	28_V_34_S28_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	80986316.0	0.0	150.0	44.0	65.27883817250763	150.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
28_V_34_S28_L003_I1_001	28_V_34_S28_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	76006907.0	0.0	10.0	49.0	4.604844662341016e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
28_V_34_S28_L003_I2_001	28_V_34_S28_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	76006907.0	0.0	10.0	49.0	4.867978643046217e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
28_V_34_S28_L003_R1_001	28_V_34_S28_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	76006907.0	0.0	28.0	49.0	59.46719300145086	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
28_V_34_S28_L003_R2_001	28_V_34_S28_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	76006907.0	0.0	150.0	44.0	65.78011382346581	150.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
28_V_34_S28_L004_I1_001	28_V_34_S28_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	74462843.0	0.0	10.0	49.0	4.834626042951381e-05	10.0	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn
28_V_34_S28_L004_I2_001	28_V_34_S28_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	74462843.0	0.0	10.0	49.0	4.968921210811143e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
28_V_34_S28_L004_R1_001	28_V_34_S28_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	74462843.0	0.0	28.0	49.0	60.32441506647551	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
28_V_34_S28_L004_R2_001	28_V_34_S28_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	74462843.0	0.0	150.0	44.0	66.46970122930796	150.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	warn	pass
29_P_35_S29_L001_I1_001	29_P_35_S29_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62259532.0	0.0	10.0	49.0	5.62162915069776e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
29_P_35_S29_L001_I2_001	29_P_35_S29_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62259532.0	0.0	10.0	30.0	5.62162915069776e-05	10.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	fail	warn
29_P_35_S29_L001_R1_001	29_P_35_S29_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62259532.0	0.0	28.0	49.0	84.77896942590462	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
29_P_35_S29_L001_R2_001	29_P_35_S29_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62259532.0	0.0	150.0	43.0	74.79795084999454	150.0	pass	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
29_P_35_S29_L002_I1_001	29_P_35_S29_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61583069.0	0.0	10.0	49.0	5.683380281031463e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
29_P_35_S29_L002_I2_001	29_P_35_S29_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61583069.0	0.0	10.0	30.0	5.84576257477522e-05	10.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	fail	warn
29_P_35_S29_L002_R1_001	29_P_35_S29_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61583069.0	0.0	28.0	49.0	84.74107999951084	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
29_P_35_S29_L002_R2_001	29_P_35_S29_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61583069.0	0.0	150.0	43.0	74.65710828894873	150.0	pass	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
29_P_35_S29_L003_I1_001	29_P_35_S29_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57796262.0	0.0	10.0	49.0	6.055754955225305e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
29_P_35_S29_L003_I2_001	29_P_35_S29_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57796262.0	0.0	10.0	30.0	6.401798095523895e-05	10.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	fail	warn
29_P_35_S29_L003_R1_001	29_P_35_S29_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57796262.0	0.0	28.0	49.0	84.94592003156072	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
29_P_35_S29_L003_R2_001	29_P_35_S29_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57796262.0	0.0	150.0	43.0	74.65781638457918	150.0	pass	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
29_P_35_S29_L004_I1_001	29_P_35_S29_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56683272.0	0.0	10.0	49.0	6.351080085849667e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
29_P_35_S29_L004_I2_001	29_P_35_S29_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56683272.0	0.0	10.0	30.0	6.527498977123268e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
29_P_35_S29_L004_R1_001	29_P_35_S29_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56683272.0	0.0	28.0	49.0	85.99197784871801	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
29_P_35_S29_L004_R2_001	29_P_35_S29_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56683272.0	0.0	150.0	43.0	75.50155026600898	150.0	pass	pass	warn	pass	fail	warn	pass	pass	pass	warn	pass
30_P_36_S30_L001_I1_001	30_P_36_S30_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69900653.0	0.0	10.0	69.0	5.007106299851019e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
30_P_36_S30_L001_I2_001	30_P_36_S30_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69900653.0	0.0	10.0	40.0	5.007106299851019e-05	10.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	fail	warn
30_P_36_S30_L001_R1_001	30_P_36_S30_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69900653.0	0.0	28.0	49.0	88.45085442815862	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
30_P_36_S30_L001_R2_001	30_P_36_S30_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69900653.0	0.0	150.0	42.0	79.39562144791671	150.0	pass	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
30_P_36_S30_L002_I1_001	30_P_36_S30_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69240236.0	0.0	10.0	69.0	5.054864342172375e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
30_P_36_S30_L002_I2_001	30_P_36_S30_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69240236.0	0.0	10.0	40.0	5.199289037663014e-05	10.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	fail	warn
30_P_36_S30_L002_R1_001	30_P_36_S30_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69240236.0	0.0	28.0	49.0	88.24580137091408	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
30_P_36_S30_L002_R2_001	30_P_36_S30_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69240236.0	0.0	150.0	42.0	78.96826004765668	150.0	pass	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
30_P_36_S30_L003_I1_001	30_P_36_S30_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	64920960.0	0.0	10.0	69.0	5.3911710486104946e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
30_P_36_S30_L003_I2_001	30_P_36_S30_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	64920960.0	0.0	10.0	40.0	5.699237965673952e-05	10.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	fail	warn
30_P_36_S30_L003_R1_001	30_P_36_S30_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	64920960.0	0.0	28.0	49.0	88.36940856359395	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
30_P_36_S30_L003_R2_001	30_P_36_S30_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	64920960.0	0.0	150.0	42.0	79.06387786183019	150.0	pass	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
30_P_36_S30_L004_I1_001	30_P_36_S30_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63500511.0	0.0	10.0	69.0	5.669245716778562e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
30_P_36_S30_L004_I2_001	30_P_36_S30_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63500511.0	0.0	10.0	40.0	5.826724764466856e-05	10.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	fail	warn
30_P_36_S30_L004_R1_001	30_P_36_S30_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63500511.0	0.0	28.0	49.0	89.37308635235523	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
30_P_36_S30_L004_R2_001	30_P_36_S30_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63500511.0	0.0	150.0	42.0	79.9092670283915	150.0	pass	pass	warn	pass	fail	warn	pass	pass	pass	warn	pass
31_V_35_S31_L001_I1_001	31_V_35_S31_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	75787041.0	0.0	10.0	39.0	4.618203790275965e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
31_V_35_S31_L001_I2_001	31_V_35_S31_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	75787041.0	0.0	10.0	60.0	4.618203790275965e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
31_V_35_S31_L001_R1_001	31_V_35_S31_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	75787041.0	0.0	28.0	49.0	66.18767264322065	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
31_V_35_S31_L001_R2_001	31_V_35_S31_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	75787041.0	0.0	150.0	43.0	67.56639657758252	150.0	pass	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
31_V_35_S31_L002_I1_001	31_V_35_S31_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	74963038.0	0.0	10.0	39.0	4.6689676584345474e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
31_V_35_S31_L002_I2_001	31_V_35_S31_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	74963038.0	0.0	10.0	60.0	4.8023667343898204e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
31_V_35_S31_L002_R1_001	31_V_35_S31_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	74963038.0	0.0	28.0	49.0	66.13216608610716	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
31_V_35_S31_L003_I1_001	31_V_35_S31_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	70483951.0	0.0	10.0	39.0	4.965669418844015e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
31_V_35_S31_L003_I2_001	31_V_35_S31_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	70483951.0	0.0	10.0	60.0	5.249421957063673e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
31_V_35_S31_L003_R1_001	31_V_35_S31_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	70483951.0	0.0	28.0	49.0	67.03977150192124	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
31_V_35_S31_L004_I1_001	31_V_35_S31_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69035251.0	0.0	10.0	39.0	5.214727183363178e-05	10.0	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	warn
31_V_35_S31_L004_I2_001	31_V_35_S31_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69035251.0	0.0	10.0	60.0	5.359580716234377e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
31_V_35_S31_L004_R1_001	31_V_35_S31_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69035251.0	0.0	28.0	49.0	68.19298822673565	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
32_V_36_S32_L001_I1_001	32_V_36_S32_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	68050965.0	0.0	10.0	39.0	5.143204067716013e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
32_V_36_S32_L001_I2_001	32_V_36_S32_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	68050965.0	0.0	10.0	40.0	5.2901527553650417e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
32_V_36_S32_L001_R1_001	32_V_36_S32_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	68050965.0	0.0	28.0	48.0	62.03849656263775	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
32_V_36_S32_L001_R2_001	32_V_36_S32_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34943385.0	0.0	150.0	43.0	73.5738692382339	150.0	pass	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
32_V_36_S32_L002_I1_001	32_V_36_S32_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	67258419.0	0.0	10.0	39.0	5.2038095037589274e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
32_V_36_S32_L002_I2_001	32_V_36_S32_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	67258419.0	0.0	10.0	40.0	5.352489775294897e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
32_V_36_S32_L002_R1_001	32_V_36_S32_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	67258419.0	0.0	28.0	48.0	62.149246091424246	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
32_V_36_S32_L003_I1_001	32_V_36_S32_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62991368.0	0.0	10.0	39.0	5.556316859160766e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
32_V_36_S32_L004_I2_001	32_V_36_S32_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61849659.0	0.0	10.0	40.0	5.9822480185379846e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
32_V_36_S32_L004_R1_001	32_V_36_S32_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61849659.0	0.0	28.0	48.0	64.21506311451586	28.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass	pass
32_V_36_S32_L004_R2_001	32_V_36_S32_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61849659.0	0.0	150.0	43.0	68.2355634189928	150.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	warn	pass
33_P_37_S33_L001_I1_001	33_P_37_S33_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	65858166.0	0.0	10.0	59.0	5.314451058354708e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
33_P_37_S33_L001_I2_001	33_P_37_S33_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	65858166.0	0.0	10.0	49.0	5.314451058354708e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
33_P_37_S33_L001_R1_001	33_P_37_S33_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	65858166.0	0.0	28.0	49.0	90.97238991514304	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
33_P_37_S33_L001_R2_001	33_P_37_S33_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	65858166.0	0.0	150.0	42.0	76.56544726534106	150.0	pass	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
33_P_37_S33_L002_I1_001	33_P_37_S33_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	65039308.0	0.0	10.0	59.0	5.3813610686017754e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
33_P_37_S33_L002_I2_001	33_P_37_S33_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	65039308.0	0.0	10.0	49.0	5.5351142419903974e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
33_P_37_S33_L002_R1_001	33_P_37_S33_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	65039308.0	0.0	28.0	49.0	90.63456668038063	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
33_P_37_S33_L002_R2_001	33_P_37_S33_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	65039308.0	0.0	150.0	42.0	76.17900024300643	150.0	pass	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
33_P_37_S33_L003_I1_001	33_P_37_S33_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	60923901.0	0.0	10.0	59.0	5.744871786854227e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
33_P_37_S33_L003_I2_001	33_P_37_S33_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	60923901.0	0.0	10.0	49.0	6.073150174674468e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
33_P_37_S33_L003_R1_001	33_P_37_S33_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	60923901.0	0.0	28.0	49.0	90.67676734185754	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
33_P_37_S33_L003_R2_001	33_P_37_S33_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	60923901.0	0.0	150.0	42.0	76.47497674467503	150.0	pass	pass	pass	pass	fail	fail	pass	pass	pass	warn	pass
33_P_37_S33_L004_I1_001	33_P_37_S33_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	59570484.0	0.0	10.0	59.0	6.043261290272545e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
33_P_37_S33_L004_I2_001	33_P_37_S33_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	59570484.0	0.0	10.0	49.0	6.211129659446782e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
33_P_37_S33_L004_R1_001	33_P_37_S33_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	59570484.0	0.0	28.0	49.0	91.5364235737472	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
33_P_37_S33_L004_R2_001	33_P_37_S33_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	59570484.0	0.0	150.0	42.0	77.29368792468266	150.0	pass	pass	warn	pass	fail	fail	pass	pass	pass	warn	pass
34_P_38_S34_L001_I1_001	34_P_38_S34_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	93106641.0	0.0	10.0	39.0	3.759130350325924e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
34_P_38_S34_L001_I2_001	34_P_38_S34_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	93106641.0	0.0	10.0	49.0	3.8665340746209504e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
34_P_38_S34_L001_R1_001	34_P_38_S34_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	93106641.0	0.0	28.0	49.0	88.77028897833895	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
34_P_38_S34_L001_R2_001	34_P_38_S34_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	93106641.0	0.0	150.0	41.0	75.5570852193268	150.0	pass	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
34_P_38_S34_L002_I1_001	34_P_38_S34_L002_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	91850476.0	0.0	10.0	39.0	3.81054094918354e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
34_P_38_S34_L002_I2_001	34_P_38_S34_L002_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	91850476.0	0.0	10.0	49.0	3.9194135477316415e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
34_P_38_S34_L002_R1_001	34_P_38_S34_L002_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	91850476.0	0.0	28.0	49.0	88.74491344952204	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
34_P_38_S34_L002_R2_001	34_P_38_S34_L002_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	91850476.0	0.0	150.0	41.0	75.53148913964806	150.0	pass	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
34_P_38_S34_L003_I1_001	34_P_38_S34_L003_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	85890876.0	0.0	10.0	39.0	4.074938064434225e-05	10.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	warn
34_P_38_S34_L003_I2_001	34_P_38_S34_L003_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	85890876.0	0.0	10.0	49.0	4.30779166811618e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
34_P_38_S34_L003_R1_001	34_P_38_S34_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	85890876.0	0.0	28.0	49.0	88.97019243863605	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
34_P_38_S34_L003_R2_001	34_P_38_S34_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	85890876.0	0.0	150.0	41.0	75.71569742873574	150.0	pass	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
34_P_38_S34_L004_I1_001	34_P_38_S34_L004_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	84018871.0	0.0	10.0	39.0	4.284751695842236e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
34_P_38_S34_L004_I2_001	34_P_38_S34_L004_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	84018871.0	0.0	10.0	49.0	4.403772576282297e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
34_P_38_S34_L004_R1_001	34_P_38_S34_L004_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	84018871.0	0.0	28.0	49.0	89.85254439288603	28.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
34_P_38_S34_L004_R2_001	34_P_38_S34_L004_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	84018871.0	0.0	150.0	41.0	76.46006759046993	150.0	pass	pass	warn	pass	fail	warn	pass	pass	pass	warn	pass
35_V_37_S35_L001_I1_001	35_V_37_S35_L001_I1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	82979482.0	0.0	10.0	40.0	4.217910157597754e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
35_V_37_S35_L001_I2_001	35_V_37_S35_L001_I2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	82979482.0	0.0	10.0	40.0	4.338421876386261e-05	10.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
